1	16499	20330
2	9737	15131
3	8091	18428
4	4047	28489
5	18644	1535
6	31560	18964
7	12610	21059
8	24280	15714
9	7056	9576
10	29853	15234
11	1505	24040
12	14336	15703
13	13322	5976
14	24970	29625
15	10750	1770
16	21754	10264
17	10889	311
18	13716	4194
19	3650	3387
20	5307	6695
21	1723	10401
22	28354	28924
23	8698	8513
24	27136	17437
25	8749	10216
26	3106	3926
27	32153	87
28	22981	27427
29	6868	29326
30	5189	10262
31	7476	24906
32	2511	14713
33	21895	10700
34	11198	13109
35	11012	12508
36	24356	24306
37	4226	16654
38	15270	11392
39	23016	7748
40	11406	373
41	1509	29300
42	10267	11288
43	20449	30635
44	28955	32126
45	7731	850
46	5820	20211
47	8340	22193
48	9888	30364
49	13011	22705
50	17711	28506
51	22475	7398
52	8241	14320
53	24723	23500
54	28572	11625
55	5108	16465
56	30890	25780
57	27168	11924
58	18223	18322
59	12448	26605
60	4394	30898
61	10895	12333
62	30874	17177
63	262	22567
64	8083	6344
65	6103	20847
66	17040	25753
67	6782	12129
68	19723	13163
69	21844	14693
70	7243	30846
71	12038	29298
72	25726	28960
73	22086	14801
74	27655	27530
75	30656	26916
76	4377	29957
77	4176	5030
78	19845	13137
79	12146	19124
80	11472	27974
81	15866	2957
82	26761	1724
83	7429	14934
84	7897	29609
85	12591	20065
86	22364	26249
87	11782	5038
88	18991	15875
89	13759	9650
90	7499	30153
91	8488	1880
92	3089	7872
93	990	31814
94	11557	8801
95	16576	1889
96	19072	21855
97	17059	12947
98	32705	7561
99	11592	972
100	4804	12019
101	6795	17222
102	14966	9296
103	14300	30478
104	18408	30371
105	22515	14272
106	26018	6167
107	19648	17041
108	24889	13866
109	7585	27795
110	13092	26385
111	28120	23349
112	14539	18008
113	10044	9737
114	21729	17610
115	15662	17867
116	27124	12176
117	7119	29854
118	25410	12957
119	6001	25496
120	16335	23113
121	28747	27009
122	21428	22587
123	15984	3800
124	13242	3981
125	23042	6935
126	32551	11307
127	5026	1849
128	31704	18812
129	20780	31096
130	14480	27717
131	25249	11867
132	10640	21450
133	9061	29424
134	29544	26166
135	15275	5206
136	22540	15420
137	5677	26751
138	31274	4095
139	24096	21556
140	27323	4911
141	6503	29274
142	13529	28789
143	13063	16499
144	23504	31762
145	2523	29800
146	32631	22467
147	22409	24453
148	6849	3559
149	948	709
150	4239	26595
151	14195	14416
152	31432	966
153	17666	5698
154	28588	27945
155	14264	28334
156	12645	15706
157	8249	4323
158	31711	1721
159	28909	12269
160	25818	3937
161	32433	4703
162	574	7947
163	31180	28496
164	19118	25648
165	29476	7332
166	25695	13422
167	16818	29325
168	22059	11309
169	23603	2128
170	20193	29058
171	31520	11853
172	30432	7764
173	5857	18746
174	32740	5565
175	5694	29359
176	26399	18610
177	16662	743
178	7564	11751
179	19283	26565
180	2688	28909
181	3101	27925
182	7298	7325
183	13646	23061
184	23644	17594
185	7974	2099
186	13938	29394
187	31809	22297
188	28243	23141
189	2501	8679
190	28814	6218
191	4064	6591
192	30407	333
193	18034	10631
194	12809	17437
195	29190	18154
196	28510	25190
197	19719	21664
198	27293	17722
199	4401	31216
200	17284	28853
201	13637	4979
202	18694	6881
203	13057	8474
204	3814	10711
205	26959	21874
206	389	23847
207	28349	10791
208	27641	9850
209	26669	7624
210	9310	30070
211	14285	32457
212	21105	31458
213	6218	26574
214	1115	9995
215	30785	20775
216	1482	26470
217	10743	23446
218	11590	26486
219	15177	14425
220	5059	22768
221	2534	21092
222	27250	1822
223	26555	7407
224	25309	14721
225	25519	11056
226	23859	10682
227	2705	30058
228	20704	4267
229	13390	28454
230	9057	3801
231	12648	21184
232	24919	29716
233	27811	17958
234	3546	10843
235	21762	15581
236	31759	18426
237	9201	15173
238	26365	3317
239	21444	24349
240	15260	20393
241	23136	20809
242	18735	7345
243	31800	1235
244	19412	3591
245	19324	26417
246	1370	7531
247	10124	26054
248	22610	30217
249	20659	27819
250	6505	2390
251	25618	17070
252	2805	27451
253	21466	26267
254	14029	14709
255	12223	20923
256	6750	4668
257	20905	17307
258	22779	24098
259	17068	31502
260	26741	28991
261	27706	117
262	27628	18315
263	27031	25918
264	12516	24715
265	3470	7339
266	667	32304
267	28771	20949
268	18331	19196
269	6664	24304
270	7563	11110
271	7315	18896
272	26442	16000
273	13040	27052
274	319	20951
275	14291	6691
276	4074	19610
277	2289	8060
278	7359	22015
279	10864	8242
280	30005	15075
281	16028	22448
282	26	22193
283	9691	26201
284	32041	900
285	23267	25291
286	25310	21904
287	24362	4197
288	20105	9662
289	19358	24327
290	15010	12182
291	22935	6168
292	28508	18018
293	30730	23758
294	24956	26000
295	16639	22953
296	29548	8281
297	25413	21313
298	19595	13472
299	21604	28738
300	15048	17693
301	24275	25781
302	21103	32442
303	24683	25217
304	16450	11581
305	19740	29489
306	460	808
307	18911	7927
308	30706	6365
309	29675	1265
310	1995	26374
311	10284	18604
312	15794	16436
313	24305	30951
314	9881	3526
315	28645	21401
316	21408	21517
317	21056	2869
318	15334	16814
319	11582	28972
320	28830	20039
321	19665	10675
322	22374	11349
323	20114	19656
324	24277	4693
325	6910	6255
326	24915	7977
327	32479	6210
328	10798	23998
329	30984	26152
330	20714	11244
331	4165	26725
332	24280	2205
333	17810	12499
334	29418	3378
335	30347	24942
336	22469	5666
337	17444	14870
338	16408	24292
339	20890	13201
340	7468	5392
341	28586	19408
342	17341	9921
343	2048	26483
344	21257	20541
345	23794	27791
346	4646	11480
347	29038	31406
348	14232	20245
349	11569	25623
350	20259	9231
351	4410	19536
352	12766	9751
353	4223	4066
354	17545	8863
355	24798	22876
356	28704	5975
357	22614	1946
358	2224	27285
359	10871	18759
360	5738	762
361	6679	4513
362	13558	595
363	29511	19068
364	32010	10173
365	24966	26506
366	11322	7437
367	30260	16089
368	32530	13166
369	29513	19101
370	29026	21324
371	11846	14384
372	22745	9073
373	8044	26711
374	3541	11118
375	28972	17607
376	5754	30013
377	9184	3816
378	2050	29220
379	6584	3032
380	4691	9948
381	7927	12723
382	27095	25331
383	16991	14866
384	904	1903
385	4585	15825
386	22346	8372
387	4026	15894
388	7294	22440
389	29523	16014
390	13524	32276
391	2824	21754
392	14688	14926
393	20915	20971
394	24049	5653
395	3241	26313
396	7838	29884
397	1517	27930
398	27553	13451
399	13988	13057
400	18281	32610
401	30153	28933
402	2794	3743
403	32546	19732
404	17464	26178
405	26227	3784
406	25428	19279
407	19185	26857
408	10565	31092
409	24313	31794
410	3435	23532
411	6146	30552
412	3345	19875
413	6865	30792
414	6465	9371
415	14316	4784
416	5852	3214
417	3152	8130
418	9450	29909
419	6758	15157
420	7470	5512
421	28468	4492
422	765	20455
423	10192	25498
424	21585	28152
425	27419	25414
426	28954	1394
427	11179	19852
428	3284	474
429	17929	26052
430	24158	6636
431	20253	13863
432	522	13372
433	9958	14735
434	16881	32541
435	9071	21118
436	14473	16322
437	26622	13154
438	377	7331
439	15502	7191
440	27819	26402
441	31103	4270
442	26531	10351
443	23437	28013
444	4368	30121
445	21503	31766
446	10913	20294
447	10528	28269
448	23834	4020
449	31475	25076
450	679	11584
451	35	20729
452	27504	21304
453	3897	5330
454	20589	5708
455	18449	23912
456	26748	18490
457	29071	16882
458	21425	11947
459	24462	20227
460	20717	8535
461	29977	13767
462	29106	21360
463	5854	137
464	16437	19518
465	8671	28793
466	2997	21255
467	14955	26797
468	20236	21041
469	1869	2661
470	25988	30122
471	11587	26259
472	491	2184
473	7858	26779
474	7146	21997
475	5015	24151
476	18322	4398
477	15809	16734
478	11064	2356
479	3390	9606
480	1923	11042
481	6419	28839
482	1475	6199
483	48	16290
484	16516	21239
485	22178	7330
486	14948	18309
487	29451	27298
488	14113	13140
489	12367	10800
490	10998	12286
491	30609	31600
492	13352	25972
493	9822	355
494	21212	10072
495	9511	2665
496	21291	423
497	16885	8709
498	7544	30875
499	9048	28641
500	24833	32720
501	26528	2066
502	19637	27813
503	17488	4252
504	19014	26597
505	14800	24633
506	28542	8871
507	12130	31318
508	6614	21106
509	2903	3167
510	26693	14501
511	7043	20540
512	1878	14614
513	25070	30748
514	893	17402
515	6604	1905
516	5547	5893
517	2224	15675
518	7712	6610
519	28668	29578
520	16769	22916
521	12956	6206
522	23594	26542
523	756	8978
524	16325	8304
525	11542	11481
526	28443	7139
527	20793	3079
528	19499	20151
529	8807	6770
530	27769	7707
531	32117	2138
532	1961	27357
533	27704	24743
534	13388	22483
535	26870	8819
536	26362	20345
537	30235	5064
538	26529	3291
539	24109	12715
540	12572	11190
541	12290	24921
542	28424	986
543	19249	18128
544	3539	21458
545	4294	25745
546	4373	32455
547	3130	26789
548	9252	24994
549	10402	19166
550	6371	881
551	17958	8287
552	18650	9484
553	17333	18526
554	3212	29688
555	20727	22057
556	15620	25739
557	7299	23655
558	29618	30545
559	12883	32161
560	31861	28079
561	7796	26113
562	11769	12742
563	10242	4697
564	7235	30106
565	14420	2150
566	22922	19828
567	17012	25687
568	14665	18821
569	16082	24457
570	18834	21195
571	3897	13461
572	30373	20281
573	24321	1164
574	3265	20754
575	21383	8577
576	3130	21910
577	8410	25160
578	972	22240
579	22199	25470
580	25903	13583
581	31160	22985
582	2027	15012
583	15560	22881
584	20078	16427
585	28378	14032
586	8540	13086
587	28891	25846
588	13606	1030
589	18404	29775
590	19934	16355
591	8117	6009
592	30026	22734
593	20831	20720
594	22327	25053
595	16960	11805
596	14351	16967
597	12084	13199
598	14766	9160
599	14346	24200
600	25202	8263
601	16181	24507
602	6801	29367
603	29124	29524
604	5040	12091
605	2965	31289
606	20145	18061
607	11205	14479
608	13260	22688
609	19818	23937
610	28897	6788
611	14469	14396
612	4620	21387
613	32562	15934
614	2171	13738
615	23330	18129
616	4988	5409
617	32587	8146
618	16346	17246
619	12766	24503
620	29034	4383
621	17018	6353
622	10977	15320
623	12447	20941
624	2024	19028
625	5733	26497
626	7539	7326
627	11118	15334
628	13390	13090
629	29721	22112
630	4600	28944
631	28920	22854
632	17333	24065
633	25221	28830
634	8159	10973
635	29968	7720
636	29053	32252
637	26876	1695
638	535	19083
639	2859	9275
640	30152	14130
641	4535	634
642	11668	22515
643	12515	26400
644	9212	16214
645	31825	3196
646	30672	10947
647	26741	20718
648	6469	20015
649	73	32678
650	19783	763
651	9026	5806
652	31504	24088
653	24451	11819
654	30714	29040
655	15442	25824
656	17809	15489
657	2248	30195
658	30189	4171
659	716	23540
660	10815	27245
661	27202	9499
662	24489	2955
663	21631	23761
664	32339	19698
665	21504	11890
666	24251	31103
667	18524	9554
668	14668	11709
669	27256	11774
670	13363	845
671	26874	15556
672	878	2955
673	10496	15733
674	20261	23918
675	32529	12393
676	21566	15024
677	29780	6340
678	29484	4143
679	27647	8184
680	8455	21908
